log_text,label
"KERNREC 1132111259 2005.11.15 R57-M1-ND-C:J15-U01 2005-11-15-19.20.59.844272 R57-M1-ND-C:J15-U01 RAS KERNEL FATAL Error receiving packet on tree network, expecting type 57 instead of type 3 (softheader=009756d5 8bfa0003 00000002 00000000) PSR0=00001f01 PSR1=00000000 PRXF=00000002 PIXF=00000007",anomaly
- 1120469582 2005.07.04 R37-M1-N2-C:J08-U01 2005-07-04-02.33.02.140485 R37-M1-N2-C:J08-U01 RAS KERNEL INFO generating core.10566,normal
KERNDTLB 1118543989 2005.06.11 R30-M0-N9-C:J16-U01 2005-06-11-19.39.49.023569 R30-M0-N9-C:J16-U01 RAS KERNEL FATAL data TLB error interrupt,anomaly
"- 1133457687 2005.12.01 R00-M0-N1-C:J15-U01 2005-12-01-09.21.27.878038 R00-M0-N1-C:J15-U01 RAS KERNEL INFO 676 total interrupts. 0 critical input interrupts. 0 microseconds total spent on critical input interrupts, 0 microseconds max time in a critical input interrupt.",normal
- 1121900442 2005.07.20 R36-M1-NB-C:J11-U01 2005-07-20-16.00.42.665504 R36-M1-NB-C:J11-U01 RAS KERNEL INFO 8 floating point alignment exceptions,normal
- 1131123544 2005.11.04 R62-M0-N5-C:J16-U11 2005-11-04-08.59.04.102306 R62-M0-N5-C:J16-U11 RAS KERNEL INFO iar 00106588 dear 0245a14c,normal
- 1120145103 2005.06.30 R20-M0-N2-C:J04-U11 2005-06-30-08.25.03.396937 R20-M0-N2-C:J04-U11 RAS KERNEL INFO generating core.28863,normal
KERNDTLB 1118537020 2005.06.11 R30-M0-N9-C:J16-U01 2005-06-11-17.43.40.552915 R30-M0-N9-C:J16-U01 RAS KERNEL FATAL data TLB error interrupt,anomaly
"- 1134599438 2005.12.14 R70-M0-N0-I:J18-U11 2005-12-14-14.30.38.506216 R70-M0-N0-I:J18-U11 RAS APP FATAL ciod: Error loading /g/g0/spelce1/Tuned/SPaSM-base/rundir/SPaSM.baseline: invalid or missing program image, Permission denied",normal
- 1121496571 2005.07.15 R02-M0-N6-C:J05-U01 2005-07-15-23.49.31.852202 R02-M0-N6-C:J05-U01 RAS KERNEL INFO generating core.33735,normal
- 1125668397 2005.09.02 R75-M1-N8-I:J18-U01 2005-09-02-06.39.57.132549 R75-M1-N8-I:J18-U01 RAS APP FATAL ciod: LOGIN chdir(/bglscratch/bwallen/SWL/SYS-CALLS/testcases/kernel/syscalls/write) failed: No such file or directory,normal
KERNSTOR 1118709456 2005.06.13 R17-M0-N2-C:J06-U01 2005-06-13-17.37.36.512022 R17-M0-N2-C:J06-U01 RAS KERNEL FATAL data storage interrupt,anomaly
KERNDTLB 1118556871 2005.06.11 R30-M0-N9-C:J16-U01 2005-06-11-23.14.31.214259 R30-M0-N9-C:J16-U01 RAS KERNEL FATAL data TLB error interrupt,anomaly
APPSEV 1128970711 2005.10.10 R36-M0-N4-I:J18-U01 2005-10-10-11.58.31.679618 R36-M0-N4-I:J18-U01 RAS APP FATAL ciod: Error reading message prefix after LOAD_MESSAGE on CioStream socket to 172.16.96.116:57500: Link has been severed,anomaly
"- 1118798473 2005.06.14 R31-M1-N6-C:J16-U01 2005-06-14-18.21.13.168328 R31-M1-N6-C:J16-U01 RAS KERNEL INFO CE sym 11, at 0x1dac7b20, mask 0x80",normal
KERNDTLB 1118552447 2005.06.11 R30-M0-N9-C:J16-U01 2005-06-11-22.00.47.959275 R30-M0-N9-C:J16-U01 RAS KERNEL FATAL data TLB error interrupt,anomaly
- 1132085263 2005.11.15 R64-M0-NC-I:J18-U01 2005-11-15-12.07.43.105324 R64-M0-NC-I:J18-U01 RAS APP FATAL ciod: LOGIN chdir(/p/gb1/glosli/Ta/8M_5000K/t1600) failed: No such file or directory,normal
- 1122132867 2005.07.23 R11-M0-NB-C:J13-U11 2005-07-23-08.34.27.684510 R11-M0-NB-C:J13-U11 RAS KERNEL INFO generating core.13337,normal
"- 1133455125 2005.12.01 R73-M1-NE-C:J09-U01 2005-12-01-08.38.45.974963 R73-M1-NE-C:J09-U01 RAS KERNEL INFO 10714 total interrupts. 0 critical input interrupts. 0 microseconds total spent on critical input interrupts, 0 microseconds max time in a critical input interrupt.",normal
- 1121006382 2005.07.10 R25-M0-N3-C:J11-U11 2005-07-10-07.39.42.297235 R25-M0-N3-C:J11-U11 RAS KERNEL INFO generating core.27385,normal
- 1121902626 2005.07.20 R14-M1-N5-C:J17-U01 2005-07-20-16.37.06.359414 R14-M1-N5-C:J17-U01 RAS KERNEL INFO 8 floating point alignment exceptions,normal
- 1122162084 2005.07.23 R22-M1-N9-C:J02-U01 2005-07-23-16.41.24.625318 R22-M1-N9-C:J02-U01 RAS KERNEL INFO 5 floating point alignment exceptions,normal
- 1118771899 2005.06.14 R21-M1-NB-C:J10-U01 2005-06-14-10.58.19.932700 R21-M1-NB-C:J10-U01 RAS KERNEL FATAL program interrupt: fp cr field .............0,normal
- 1125084530 2005.08.26 R74-M1-N8-C:J08-U01 2005-08-26-12.28.50.653287 R74-M1-N8-C:J08-U01 RAS KERNEL INFO iar 003a9260 dear 00ef78b8,normal
- 1120263173 2005.07.01 R20-M1-NF-C:J08-U01 2005-07-01-17.12.53.211453 R20-M1-NF-C:J08-U01 RAS KERNEL INFO 1146800 double-hummer alignment exceptions,normal
